	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	Taxid_domain	SpeciesName	Cultured	Isolated	Collection
GCF_000509005.1	PRJNA224116	SAMD00008618	BAIA00000000.2	na	1232443	1232443.0	Clostridiales bacterium VE202-13	strain=VE202-13		latest	Contig	Major	Full	2013/07/16	ASM50900v1	The University of Tokyo	GCA_000509005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/509/005/GCF_000509005.1_ASM50900v1			2.0		True	True	
GCF_000509045.1	PRJNA224116	SAMD00012529	BAIC00000000.2	na	1232444	1232444.0	Clostridiales bacterium VE202-15	strain=VE202-15		latest	Contig	Major	Full	2013/07/16	ASM50904v1	The University of Tokyo	GCA_000509045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/509/045/GCF_000509045.1_ASM50904v1			2.0		True	True	
GCF_000509065.1	PRJNA224116	SAMD00009382	BAID00000000.2	na	1232445	1232445.0	Clostridiales bacterium VE202-16	strain=VE202-16		latest	Contig	Major	Full	2013/07/16	ASM50906v1	The University of Tokyo	GCA_000509065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/509/065/GCF_000509065.1_ASM50906v1			2.0		True	True	
GCF_000509085.1	PRJNA224116	SAMD00009094	BAIE00000000.2	na	1232446	1232446.0	Clostridiales bacterium VE202-18	strain=VE202-18		latest	Contig	Major	Full	2013/07/16	ASM50908v1	The University of Tokyo	GCA_000509085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/509/085/GCF_000509085.1_ASM50908v1			2.0		True	True	
GCF_000509105.1	PRJNA224116	SAMD00012911	BAIF00000000.2	na	1232453	1232453.0	Clostridiales bacterium VE202-21	strain=VE202-21		latest	Contig	Major	Full	2013/07/16	ASM50910v1	The University of Tokyo	GCA_000509105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/509/105/GCF_000509105.1_ASM50910v1			2.0		True	True	
GCF_000509125.1	PRJNA224116	SAMD00009111	BAII00000000.2	na	1232454	1232454.0	Clostridiales bacterium VE202-26	strain=VE202-26		latest	Contig	Major	Full	2013/07/16	ASM50912v1	The University of Tokyo	GCA_000509125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/509/125/GCF_000509125.1_ASM50912v1			2.0		True	True	
GCF_000509145.1	PRJNA224116	SAMD00012571	BAIJ00000000.2	na	1232457	1232457.0	Clostridiales bacterium VE202-27	strain=VE202-27		latest	Contig	Major	Full	2013/07/16	ASM50914v1	The University of Tokyo	GCA_000509145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/509/145/GCF_000509145.1_ASM50914v1			2.0		True	True	
GCF_000509165.1	PRJNA224116	SAMD00010027	BAIK00000000.2	na	1232460	1232460.0	Clostridiales bacterium VE202-28	strain=VE202-28		latest	Contig	Major	Full	2013/07/16	ASM50916v1	The University of Tokyo	GCA_000509165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/509/165/GCF_000509165.1_ASM50916v1			2.0		True	True	
GCF_000509185.1	PRJNA224116	SAMD00008692	BAIL00000000.2	na	1232458	1232458.0	Clostridiales bacterium VE202-29	strain=VE202-29		latest	Contig	Major	Full	2013/07/16	ASM50918v1	The University of Tokyo	GCA_000509185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/509/185/GCF_000509185.1_ASM50918v1			2.0		True	True	
GCF_000512145.1	PRJNA224116	SAMN02641595		representative genome	1435045	141.0	Borrelia parkeri HR1	strain=HR1		latest	Complete Genome	Major	Full	2014/01/07	ASM51214v2	University of California Irvine	GCA_000512145.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/145/GCF_000512145.1_ASM51214v2			2.0		True	True	
GCF_000568735.2	PRJNA224116	SAMN03081465		na	1313294	141.0	Borrelia parkeri SLO	strain=SLO		latest	Chromosome	Minor	Full	2016/10/06	ASM56873v2	Integrated Genomics	GCA_000568735.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/568/735/GCF_000568735.2_ASM56873v2		assembly designated as reftype	2.0		True	True	
GCF_000607265.1	PRJNA224116	SAMN02381110	JHPN00000000.1	na	1409787	571.0	Klebsiella oxytoca G54	strain=G54		latest	Scaffold	Major	Full	2014/03/28	Kleb_oxyt_G54_V1	Broad Institute	GCA_000607265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/607/265/GCF_000607265.1_Kleb_oxyt_G54_V1			2.0		True	True	
GCF_000607285.1	PRJNA224116	SAMN02381109	JHPO00000000.1	na	1409786	562.0	Escherichia coli K02	strain=K02		latest	Scaffold	Major	Full	2014/03/28	Esch_coli_K02_V1	Broad Institute	GCA_000607285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/607/285/GCF_000607285.1_Esch_coli_K02_V1			2.0		True	True	
GCF_000657795.2	PRJNA224116	SAMN02263900	JHEP00000000.2	na	1331258	1331258.0	Bordetella pseudohinzii	strain=8-296-03		latest	Contig	Major	Full	2015/06/24	gbh03v02	JCVI	GCA_000657795.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/657/795/GCF_000657795.2_gbh03v02		assembly from type material	2.0		True	True	
GCF_000686565.1	PRJNA224116	SAMN02743350	JMKW00000000.1	na	1408441	37372.0	Helicobacter bilis ATCC 51630	strain=ATCC 51630		latest	Scaffold	Major	Full	2014/05/08	ASM68656v1	DOE Joint Genome Institute	GCA_000686565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/565/GCF_000686565.1_ASM68656v1		assembly from type material	2.0		True	True	
GCF_000687395.1	PRJNA224116	SAMN02729061	JMBZ00000000.1	na	83554	83554.0	Chlamydia psittaci	strain=CB7		latest	Scaffold	Major	Full	2014/05/09	PsittaciChina1.0 for CB7	BGI	GCA_000687395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/395/GCF_000687395.1_PsittaciChina1.0_for_CB7			2.0		True	True	
GCF_000687535.1	PRJNA224116	SAMN02743884	JHWC00000000.1	representative genome	1449345	59617.0	Helicobacter rodentium ATCC 700285	strain=ATCC 700285		latest	Contig	Major	Full	2014/04/08	ASM68753v1	DOE Joint Genome Institute	GCA_000687535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/535/GCF_000687535.1_ASM68753v1		assembly from type material	2.0		True	True	
GCF_000700845.1	PRJNA224116	SAMN02808331	JNOR00000000.1	na	83560	83560.0	Chlamydia muridarum	strain=Var001		latest	Contig	Major	Full	2014/06/10	cmvar001	IGS	GCA_000700845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/700/845/GCF_000700845.1_cmvar001			2.0		True	True	
GCF_000700865.1	PRJNA224116	SAMN02808327	JNON00000000.1	na	83560	83560.0	Chlamydia muridarum	strain=Var002		latest	Contig	Major	Full	2014/06/10	cmvar002	IGS	GCA_000700865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/700/865/GCF_000700865.1_cmvar002			2.0		True	True	
GCF_000700885.1	PRJNA224116	SAMN02808328	JNOO00000000.1	na	83560	83560.0	Chlamydia muridarum	strain=Var003		latest	Contig	Major	Full	2014/06/10	cmvar003	IGS	GCA_000700885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/700/885/GCF_000700885.1_cmvar003			2.0		True	True	
GCF_000700905.1	PRJNA224116	SAMN02808329	JNOP00000000.1	na	83560	83560.0	Chlamydia muridarum	strain=Var004		latest	Contig	Major	Full	2014/06/10	cmvar004	IGS	GCA_000700905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/700/905/GCF_000700905.1_cmvar004			2.0		True	True	
GCF_000700925.1	PRJNA224116	SAMN02808330	JNOQ00000000.1	na	83560	83560.0	Chlamydia muridarum	strain=Var001.1		latest	Contig	Major	Full	2014/06/10	cmvar0011	IGS	GCA_000700925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/700/925/GCF_000700925.1_cmvar0011			2.0		True	True	
GCF_000709435.1	PRJNA224116	SAMN02851311		na	1508644	1508644.0	Candidatus Arthromitus sp. SFB-mouse-NL		SFB-mouse-NL	latest	Complete Genome	Major	Full	2014/06/17	ASM70943v1	INRA	GCA_000709435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/709/435/GCF_000709435.1_ASM70943v1			2.0		True	True	
GCF_000730685.1	PRJNA224116	SAMD00018573	BBIX00000000.1	na	758	758.0	Rodentibacter pneumotropicus	strain=ATCC 35149		latest	Contig	Major	Full	2014/07/11	ASM73068v1	Juntendo University	GCA_000730685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/685/GCF_000730685.1_ASM73068v1		assembly from type material	2.0		True	True	
GCF_000758045.1	PRJNA224116	SAMN02928168	JPUC00000000.1	na	280505	174.0	Leptospira borgpetersenii serovar Ballum	strain=Muis5		latest	Contig	Major	Full	2014/09/25	ASM75804v1	University of Hyderabad	GCA_000758045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/758/045/GCF_000758045.1_ASM75804v1			2.0		True	True	
GCF_000762845.2	PRJNA224116	SAMN03074667	JRMQ00000000.2	representative genome	425400	425400.0	Helicobacter japonicus	strain=MIT 01-6451		latest	Contig	Major	Full	2019/05/22	ASM76284v2	Massachusetts Institute of Technology	GCA_000762845.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/762/845/GCF_000762845.2_ASM76284v2		assembly from type material	2.0		True	True	
GCF_000762925.2	PRJNA224116	SAMN03075556	JRMS00000000.2	na	1548147	1548147.0	Helicobacter sp. MIT 03-1614	strain=MIT 03-1614		latest	Contig	Major	Full	2019/05/22	ASM76292v2	Massachusetts Institute of Technology	GCA_000762925.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/762/925/GCF_000762925.2_ASM76292v2			2.0		True	True	
GCF_000765665.2	PRJNA224116	SAMN03075558	JROZ00000000.2	na	1548149	1548149.0	Helicobacter sp. MIT 05-5293	strain=MIT 05-5293		latest	Contig	Major	Full	2019/05/22	ASM76566v2	Massachusetts Institute of Technology	GCA_000765665.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/665/GCF_000765665.2_ASM76566v2			2.0		True	True	
GCF_000765675.1	PRJNA224116	SAMN03075559	JRPA00000000.2	na	1548150	1548150.0	Helicobacter sp. MIT 05-5294	strain=MIT 05-5294		latest	Contig	Major	Full	2019/05/22	ASM76567v2	Massachusetts Institute of Technology	GCA_000765675.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/675/GCF_000765675.1_ASM76567v2			2.0		True	True	
GCF_000765685.2	PRJNA224116	SAMN03075557	JROY00000000.2	na	1548148	1548148.0	Helicobacter sp. MIT 03-1616	strain=MIT 03-1616		latest	Contig	Major	Full	2019/05/22	ASM76568v2	Massachusetts Institute of Technology	GCA_000765685.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/685/GCF_000765685.2_ASM76568v2			2.0		True	True	
GCF_000765695.2	PRJNA224116	SAMN03075560	JRPB00000000.2	na	1548151	1548151.0	Helicobacter sp. MIT 11-5569	strain=MIT 11-5569		latest	Contig	Major	Full	2019/05/22	ASM76569v2	Massachusetts Institute of Technology	GCA_000765695.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/695/GCF_000765695.2_ASM76569v2			2.0		True	True	
GCF_000765765.2	PRJNA224116	SAMN03075565	JRPF00000000.2	na	76936	76936.0	Helicobacter typhlonius	strain=MIT 98-6810		latest	Contig	Major	Full	2019/05/24	ASM76576v2	Massachusetts Institute of Technology	GCA_000765765.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/765/GCF_000765765.2_ASM76576v2			2.0		True	True	
GCF_000765785.2	PRJNA224116	SAMN03075566	JRPG00000000.2	na	37372	37372.0	Helicobacter bilis	strain=ATCC 51630		latest	Contig	Major	Full	2019/05/22	ASM76578v2	Massachusetts Institute of Technology	GCA_000765785.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/785/GCF_000765785.2_ASM76578v2		assembly from type material	2.0		True	True	
GCF_000765805.2	PRJNA224116	SAMN03075563	JRPD00000000.2	representative genome	216	216.0	Helicobacter muridarum	strain=ST1		latest	Contig	Major	Full	2019/05/22	ASM76580v2	Massachusetts Institute of Technology	GCA_000765805.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/805/GCF_000765805.2_ASM76580v2		assembly from type material	2.0		True	True	
GCF_000765825.2	PRJNA224116	SAMN03075564	JRPE00000000.2	representative genome	471858	471858.0	Helicobacter magdeburgensis	strain=MIT 96-1001		latest	Contig	Major	Full	2019/05/22	ASM76582v2	Massachusetts Institute of Technology	GCA_000765825.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/825/GCF_000765825.2_ASM76582v2			2.0		True	True	
GCF_000765845.2	PRJNA224116	SAMN03075567	JRPH00000000.2	na	37372	37372.0	Helicobacter bilis	strain=Missouri		latest	Contig	Major	Full	2019/05/22	ASM76584v2	Massachusetts Institute of Technology	GCA_000765845.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/845/GCF_000765845.2_ASM76584v2			2.0		True	True	
GCF_000936105.1	PRJNA224116	SAMEA2469794	CCBY00000000.1	na	562	562.0	Escherichia coli			latest	Contig	Major	Full	2015/02/25	Ec57A_A8 MIRA assembly	CGS-GL	GCA_000936105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/936/105/GCF_000936105.1_Ec57A_A8_MIRA_assembly			2.0		True	True	
GCF_000980835.1	PRJNA224116	SAMN03365283		representative genome	35755	35755.0	Corynebacterium kutscheri	strain=DSM 20755		latest	Complete Genome	Major	Full	2015/04/24	ASM98083v1	Bielefeld University	GCA_000980835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/835/GCF_000980835.1_ASM98083v1		assembly from type material	2.0		True	True	
GCF_001038205.1	PRJNA224116	SAMN03263884	JWIZ00000000.1	representative genome	67855	67855.0	Muribacter muris	strain=Ackerman80-443D		latest	Contig	Major	Full	2015/06/23	ASM103820v1	University of Copenhagen	GCA_001038205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/038/205/GCF_001038205.1_ASM103820v1		assembly from type material	2.0		True	True	
GCF_001044485.1	PRJNA224116	SAMN03325925	JYFW00000000.1	na	1396	1396.0	Bacillus cereus	strain=#17		latest	Scaffold	Major	Full	2015/07/01	ASM104448v1	TU Muenchen	GCA_001044485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/044/485/GCF_001044485.1_ASM104448v1			2.0		True	True	
GCF_001047635.1	PRJNA224116	SAMN03780437		na	214675	173.0	Leptospira interrogans serovar Manilae	strain=UP-MMC-NIID LP		latest	Complete Genome	Major	Full	2015/07/08	ASM104763v1	Okinawa Institute of Advanced Sciences	GCA_001047635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/047/635/GCF_001047635.1_ASM104763v1			2.0		True	True	
GCF_001047655.1	PRJNA224116	SAMN03780438		na	214675	173.0	Leptospira interrogans serovar Manilae	strain=UP-MMC-NIID HP		latest	Complete Genome	Major	Full	2015/07/08	ASM104765v1	Okinawa Institute of Advanced Sciences	GCA_001047655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/047/655/GCF_001047655.1_ASM104765v1			2.0		True	True	
GCF_001077865.1	PRJNA224116	SAMN03782450	LFKA00000000.1	na	562	562.0	Escherichia coli	strain=KIC-1		latest	Scaffold	Major	Full	2015/07/14	ASM107786v1	University of the Sunshine Coast	GCA_001077865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/865/GCF_001077865.1_ASM107786v1			2.0		True	True	
GCF_001077875.1	PRJNA224116	SAMN03782451	LFJZ00000000.1	na	562	562.0	Escherichia coli	strain=KIC-2		latest	Contig	Major	Full	2015/07/14	ASM107787v1	University of the Sunshine Coast	GCA_001077875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/875/GCF_001077875.1_ASM107787v1			2.0		True	True	
GCF_001077935.1	PRJNA224116	SAMN03782453	LFJX00000000.1	na	562	562.0	Escherichia coli	strain=46-4		latest	Scaffold	Major	Full	2015/07/14	ASM107793v1	University of the Sunshine Coast	GCA_001077935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/935/GCF_001077935.1_ASM107793v1			2.0		True	True	
GCF_001077945.1	PRJNA224116	SAMN03782452	LFJY00000000.1	na	562	562.0	Escherichia coli	strain=73-89		latest	Scaffold	Major	Full	2015/07/14	ASM107794v1	University of the Sunshine Coast	GCA_001077945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/945/GCF_001077945.1_ASM107794v1			2.0		True	True	
GCF_001140625.1	PRJNA224116	SAMEA859929	CPZI00000000.1	na	633	633.0	Yersinia pseudotuberculosis	strain=R819		latest	Scaffold	Major	Full	2015/07/16	5139_1#11	SC	GCA_001140625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/140/625/GCF_001140625.1_5139_1_11			2.0		True	True	
GCF_001244565.1	PRJNA224116	SAMEA859919	CWJI00000000.1	na	631	631.0	Yersinia intermedia	strain=R148		latest	Contig	Major	Full	2015/07/25	5139_2#5	SC	GCA_001244565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/244/565/GCF_001244565.1_5139_2_5			2.0		True	True	
GCF_001270785.1	PRJNA224116	SAMN03995694	LIGY00000000.1	na	1033983	33959.0	Lactobacillus johnsonii 16	strain=16		latest	Contig	Major	Full	2015/08/19	ASM127078v1	FASTERIS SA, Switzerland	GCA_001270785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/270/785/GCF_001270785.1_ASM127078v1			2.0		True	True	
GCF_001298875.1	PRJNA224116	SAMEA2247601	CYTV00000000.1	na	1331258	1331258.0	Bordetella pseudohinzii	strain=2789STDY5608636		latest	Scaffold	Major	Full	2015/09/19	11861_6#27	SC	GCA_001298875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/298/875/GCF_001298875.1_11861_6_27			2.0		True	True	
GCF_001434405.1	PRJNA224116	SAMN02369391	AZFT00000000.1	na	1423724	307126.0	Lactobacillus apodemi DSM 16634 = JCM 16172	strain=DSM 16634		latest	Scaffold	Major	Full	2015/11/06	ASM143440v1	Shanghai Majorbio	GCA_001434405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/434/405/GCF_001434405.1_ASM143440v1		assembly from type material	2.0		True	True	
GCF_001460635.1	PRJNA224116	SAMEA3507300		representative genome	76936	76936.0	Helicobacter typhlonius	strain=MIT 97-6810	1	latest	Complete Genome	Major	Full	2015/11/20	htyphlonius_mit97-6810	LEIDEN UNIVERSITY MEDICAL CENTER	GCA_001460635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/460/635/GCF_001460635.1_htyphlonius_mit97-6810			2.0		True	True	
GCF_001543345.1	PRJNA224116	SAMN04166238		na	1712675	1712675.0	Turicibacter sp. H121	strain=H121		latest	Complete Genome	Major	Full	2016/02/01	ASM154334v1	Baylor College of Medicine	GCA_001543345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/345/GCF_001543345.1_ASM154334v1			2.0		True	True	
GCF_001548485.1	PRJNA224116	SAMN04448480	LRSP00000000.1	na	1331258	1331258.0	Bordetella pseudohinzii	strain=228/11		latest	Contig	Major	Full	2016/02/03	ASM154848v1	Pennsylvania State University	GCA_001548485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/485/GCF_001548485.1_ASM154848v1			2.0		True	True	
GCF_001548495.1	PRJNA224116	SAMN04448472	LRSQ00000000.1	na	1331258	1331258.0	Bordetella pseudohinzii	strain=CWR-1		latest	Contig	Major	Full	2016/02/03	ASM154849v1	Pennsylvania State University	GCA_001548495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/495/GCF_001548495.1_ASM154849v1			2.0		True	True	
GCF_001564455.1	PRJNA224116	SAMN03568900		representative genome	1702221	1702221.0	Faecalibaculum rodentium	strain=ALO17		latest	Complete Genome	Major	Full	2016/02/22	ASM156445v1	Korea Research Institute Bioscience and Biotechnology	GCA_001564455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/455/GCF_001564455.1_ASM156445v1		assembly from type material	2.0		True	True	
GCF_001569465.1	PRJNA224116	SAMN02947776	JQRY00000000.1	na	174	174.0	Leptospira borgpetersenii	strain=56604		latest	Contig	Major	Full	2016/02/24	ASM156946v1	Chinese National Human Genome Center at Shanghai	GCA_001569465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/569/465/GCF_001569465.1_ASM156946v1			2.0		True	True	
GCF_001596855.1	PRJNA224116	SAMN04396675	LRAB00000000.1	na	562	562.0	Escherichia coli	strain=tEC		latest	Contig	Major	Full	2016/03/24	ASM159685v1	Yonsei University	GCA_001596855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/596/855/GCF_001596855.1_ASM159685v1			2.0		True	True	
GCF_001596865.1	PRJNA224116	SAMN04396674	LRBX00000000.1	na	562	562.0	Escherichia coli	strain=atEC		latest	Contig	Major	Full	2016/03/24	ASM159686v1	Yonsei University	GCA_001596865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/596/865/GCF_001596865.1_ASM159686v1			2.0		True	True	
GCF_001643075.1	PRJNA224116	SAMN04492849	LSTQ00000000.1	na	1705	1705.0	Corynebacterium stationis	strain=GA-15		latest	Contig	Major	Full	2016/05/13	ASM164307v1	Institute of Microbial Technology	GCA_001643075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/643/075/GCF_001643075.1_ASM164307v1			2.0		True	True	
GCF_001652525.2	PRJNA224116	SAMN04868324		na	1141102	174.0	Leptospira borgpetersenii str. 4E	strain=4E		latest	Chromosome	Major	Full	2017/01/30	ASM165252v2	Centro de Desenvolvimento Tecnológico (CDTec)	GCA_001652525.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/652/525/GCF_001652525.2_ASM165252v2			2.0		True	True	
GCF_001655835.1	PRJNA224116	SAMN04884746	LWQV00000000.1	na	34105	34105.0	Streptobacillus moniliformis	strain=CIP 55-48		latest	Scaffold	Major	Full	2016/06/03	ASM165583v1	Robert Koch Institute	GCA_001655835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/655/835/GCF_001655835.1_ASM165583v1			2.0		True	True	
GCF_001655925.1	PRJNA224116	SAMN04892886	LXKJ00000000.1	na	34105	34105.0	Streptobacillus moniliformis	strain=B5/1		latest	Scaffold	Major	Full	2016/06/03	ASM165592v1	Robert Koch Institute	GCA_001655925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/655/925/GCF_001655925.1_ASM165592v1			2.0		True	True	
GCF_001657785.1	PRJNA224116	SAMN04892738	LWTA00000000.1	na	34105	34105.0	Streptobacillus moniliformis	strain=AHL 370-4		latest	Scaffold	Major	Full	2016/06/04	ASM165778v1	Robert Koch Institute	GCA_001657785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/657/785/GCF_001657785.1_ASM165778v1			2.0		True	True	
GCF_001657815.1	PRJNA224116	SAMN04892742	LWTC00000000.1	na	34105	34105.0	Streptobacillus moniliformis	strain=ATCC 49567		latest	Contig	Major	Full	2016/06/04	ASM165781v1	Robert Koch Institute	GCA_001657815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/657/815/GCF_001657815.1_ASM165781v1			2.0		True	True	
GCF_001660585.1	PRJNA224116	SAMN05194365		na	562	562.0	Escherichia coli	strain=NGF1		latest	Complete Genome	Major	Full	2016/06/09	ASM166058v1	Harvard University	GCA_001660585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/585/GCF_001660585.1_ASM166058v1			2.0		True	True	
GCF_001683575.1	PRJNA224116	SAMN05194387	LYXX00000000.1	na	562	562.0	Escherichia coli	strain=NGF4		latest	Scaffold	Major	Full	2016/07/12	NGF4	Harvard University	GCA_001683575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/683/575/GCF_001683575.1_NGF4			2.0		True	True	
GCF_001683585.1	PRJNA224116	SAMN05194386	LYXW00000000.1	na	562	562.0	Escherichia coli	strain=NGF3		latest	Contig	Major	Full	2016/07/12	NGF3	Harvard University	GCA_001683585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/683/585/GCF_001683585.1_NGF3			2.0		True	True	
